bee,light_type,bearing,run,date
2016.07.12.13.41,ul,280,13,2016.07.12
2016.07.12.13.41,ul,20,14,2016.07.12
2016.07.12.13.41,uh,330,15,2016.07.12
2016.07.12.13.41,uh,345,16,2016.07.12
2016.07.12.13.41,uh,355,17,2016.07.12
2016.07.12.13.41,uh,335,18,2016.07.12
2016.07.12.13.41,uh,350,19,2016.07.12
2016.07.12.13.41,uh,320,20,2016.07.12
2016.07.12.13.41,uh,325,21,2016.07.12
2016.07.12.13.41,uh,325,22,2016.07.12
2016.07.12.13.41,uh,330,23,2016.07.12
2016.07.12.13.41,uh,350,24,2016.07.12
2016.07.12.13.41,uh,350,25,2016.07.12
2016.07.12.13.41,gh,355,26,2016.07.12
2016.07.12.13.41,gh,350,27,2016.07.12
2016.07.12.13.41,gh,0,28,2016.07.12
2016.07.12.13.41,gh,350,29,2016.07.12
2016.07.12.13.41,gh,340,30,2016.07.12
2016.07.12.13.41,gh,0,31,2016.07.12
2016.07.12.14.19,ul,40,1,2016.07.12
2016.07.12.14.19,ul,50,2,2016.07.12
2016.07.12.14.19,ul,50,3,2016.07.12
2016.07.12.14.19,ul,50,4,2016.07.12
2016.07.12.14.19,ul,65,5,2016.07.12
2016.07.12.14.19,ul,50,6,2016.07.12
2016.07.12.14.19,ul,50,7,2016.07.12
2016.07.12.14.19,ul,50,8,2016.07.12
2016.07.12.14.19,ul,40,9,2016.07.12
2016.07.12.14.19,ul,45,10,2016.07.12
2016.07.12.14.19,ul,30,11,2016.07.12
2016.07.12.14.19,ul,55,12,2016.07.12
2016.07.12.14.19,ul,30,13,2016.07.12
2016.07.12.14.19,uh,95,14,2016.07.12
2016.07.12.14.19,uh,75,15,2016.07.12
2016.07.12.14.19,uh,85,16,2016.07.12
2016.07.12.14.19,uh,40,17,2016.07.12
2016.07.12.14.19,uh,40,18,2016.07.12
2016.07.12.14.19,uh,70,19,2016.07.12
2016.07.12.14.19,uh,45,20,2016.07.12
2016.07.12.14.19,uh,60,21,2016.07.12
2016.07.12.14.19,uh,60,22,2016.07.12
2016.07.12.14.19,uh,50,23,2016.07.12
2016.07.12.14.19,uh,45,24,2016.07.12
2016.07.12.14.19,gh,85,25,2016.07.12
2016.07.12.14.19,gh,55,26,2016.07.12
2016.07.12.14.19,gh,85,27,2016.07.12
2016.07.12.14.19,gh,70,28,2016.07.12
2016.07.12.14.19,gh,80,29,2016.07.12
2016.07.12.14.19,gh,60,30,2016.07.12
2016.07.12.14.19,gh,80,31,2016.07.12
2016.07.12.14.19,gh,80,32,2016.07.12
2016.07.12.14.43,ul,115,1,2016.07.12
2016.07.12.14.43,ul,310,2,2016.07.12
2016.07.12.14.43,ul,175,3,2016.07.12
2016.07.12.14.43,ul,270,4,2016.07.12
2016.07.12.14.43,ul,305,5,2016.07.12
2016.07.12.14.43,ul,310,6,2016.07.12
2016.07.12.14.43,ul,90,7,2016.07.12
2016.07.12.14.43,ul,330,8,2016.07.12
2016.07.12.14.43,ul,110,9,2016.07.12
2016.07.12.14.43,ul,40,10,2016.07.12
2016.07.12.14.43,ul,340,11,2016.07.12
2016.07.12.14.43,ul,320,12,2016.07.12
2016.07.12.14.43,ul,300,13,2016.07.12
2016.07.12.14.43,ul,330,14,2016.07.12
2016.07.12.14.43,ul,335,15,2016.07.12
2016.07.12.14.43,ul,120,16,2016.07.12
2016.07.12.14.43,ul,280,17,2016.07.12
2016.07.12.14.43,ul,335,18,2016.07.12
2016.07.12.14.43,ul,70,19,2016.07.12
2016.07.12.14.43,ul,290,20,2016.07.12
2016.07.12.14.43,uh,60,21,2016.07.12
2016.07.12.14.43,uh,85,22,2016.07.12
2016.07.12.14.43,uh,35,23,2016.07.12
2016.07.12.14.43,uh,55,24,2016.07.12
2016.07.12.14.43,uh,45,25,2016.07.12
2016.07.12.14.43,uh,355,26,2016.07.12
2016.07.12.14.43,uh,20,27,2016.07.12
2016.07.12.14.43,uh,15,28,2016.07.12
2016.07.12.14.43,uh,25,29,2016.07.12
2016.07.12.14.43,uh,25,30,2016.07.12
2016.07.12.14.43,uh,50,31,2016.07.12
2016.07.12.14.43,uh,355,32,2016.07.12
2016.07.12.14.43,uh,355,33,2016.07.12
2016.07.12.14.43,uh,0,34,2016.07.12
2016.07.12.14.43,uh,10,35,2016.07.12
2016.07.12.14.43,uh,25,36,2016.07.12
2016.07.12.14.43,uh,30,37,2016.07.12
2016.07.12.14.43,uh,5,38,2016.07.12
2016.07.12.14.43,uh,25,39,2016.07.12
2016.07.12.14.43,uh,5,40,2016.07.12
2016.07.12.14.43,uh,20,41,2016.07.12
2016.07.12.14.43,uh,20,42,2016.07.12
2016.07.12.14.43,uh,25,43,2016.07.12
2016.07.12.14.43,gh,5,44,2016.07.12
2016.07.12.14.43,gh,35,45,2016.07.12
2016.07.12.14.43,gh,60,46,2016.07.12
2016.07.12.14.43,gh,25,47,2016.07.12
2016.07.12.14.43,gh,50,48,2016.07.12
2016.07.12.14.43,gh,10,49,2016.07.12
2016.07.12.14.43,gh,25,50,2016.07.12
2016.07.12.14.43,gh,30,51,2016.07.12
2016.07.12.14.43,gh,350,52,2016.07.12
2016.07.12.14.43,gh,15,53,2016.07.12
2016.07.12.14.43,gh,70,54,2016.07.12
2016.07.12.14.43,gh,355,55,2016.07.12
2016.07.12.14.43,gh,0,56,2016.07.12
2016.07.12.14.43,gh,300,57,2016.07.12
2016.07.12.14.43,gh,270,58,2016.07.12
2016.07.12.14.43,gh,40,59,2016.07.12
2016.07.12.14.43,gh,25,60,2016.07.12
2016.07.12.14.43,gh,300,61,2016.07.12
2016.07.12.14.43,gh,165,62,2016.07.12
2016.07.12.14.43,gh,40,63,2016.07.12
2016.07.12.14.43,gh,95,64,2016.07.12
2016.07.12.14.43,gh,60,65,2016.07.12
2016.07.12.14.43,gh,110,66,2016.07.12
2016.07.12.14.43,gl,40,67,2016.07.12
2016.07.12.14.43,gl,60,68,2016.07.12
2016.07.12.14.43,gl,345,69,2016.07.12
2016.07.12.14.43,gl,305,70,2016.07.12
2016.07.12.14.43,gl,350,71,2016.07.12
2016.07.12.14.43,gl,300,72,2016.07.12
2016.07.12.14.43,gl,40,73,2016.07.12
2016.07.12.14.43,gl,50,74,2016.07.12
2016.07.12.14.43,gl,45,75,2016.07.12
2016.07.12.14.43,gl,0,76,2016.07.12
2016.07.12.14.43,gl,300,77,2016.07.12
2016.07.12.14.43,gl,270,78,2016.07.12
2016.07.12.14.43,gl,40,79,2016.07.12
2016.07.12.14.43,gl,25,80,2016.07.12
2016.07.12.14.43,gl,300,81,2016.07.12
2016.07.12.14.43,gl,165,82,2016.07.12
2016.07.12.14.43,gl,40,83,2016.07.12
2016.07.12.14.43,gl,95,84,2016.07.12
2016.07.12.14.43,gl,60,85,2016.07.12
2016.07.12.14.43,gl,110,86,2016.07.12
2016.07.12.15.51,ul,345,1,2016.07.12
2016.07.12.15.51,ul,270,2,2016.07.12
2016.07.12.15.51,ul,215,3,2016.07.12
2016.07.12.15.51,ul,330,4,2016.07.12
2016.07.12.15.51,ul,295,5,2016.07.12
2016.07.12.15.51,ul,315,6,2016.07.12
2016.07.12.15.51,ul,295,7,2016.07.12
2016.07.12.15.51,ul,300,8,2016.07.12
2016.07.12.15.51,ul,250,9,2016.07.12
2016.07.12.15.51,ul,300,10,2016.07.12
2016.07.12.15.51,ul,300,11,2016.07.12
2016.07.12.15.51,ul,345,12,2016.07.12
2016.07.12.15.51,ul,355,13,2016.07.12
2016.07.12.15.51,ul,300,14,2016.07.12
2016.07.12.15.51,ul,335,15,2016.07.12
2016.07.12.15.51,uh,210,16,2016.07.12
2016.07.12.15.51,uh,220,17,2016.07.12
2016.07.12.15.51,uh,235,18,2016.07.12
2016.07.12.15.51,uh,220,19,2016.07.12
2016.07.12.15.51,uh,220,20,2016.07.12
2016.07.12.15.51,uh,215,21,2016.07.12
2016.07.12.15.51,uh,220,22,2016.07.12
2016.07.12.15.51,uh,255,23,2016.07.12
2016.07.12.15.51,uh,200,24,2016.07.12
2016.07.12.15.59,ul,335,1,2016.07.12
2016.07.12.15.59,ul,320,2,2016.07.12
2016.07.12.15.59,ul,320,3,2016.07.12
2016.07.12.15.59,ul,300,4,2016.07.12
2016.07.12.15.59,ul,280,5,2016.07.12
2016.07.12.15.59,ul,290,6,2016.07.12
2016.07.12.15.59,ul,280,7,2016.07.12
2016.07.12.15.59,ul,320,8,2016.07.12
2016.07.12.15.59,ul,240,9,2016.07.12
2016.07.12.15.59,ul,290,10,2016.07.12
2016.07.12.15.59,ul,250,11,2016.07.12
2016.07.12.15.59,ul,0,12,2016.07.12
2016.07.12.15.59,ul,270,13,2016.07.12
2016.07.12.15.59,ul,300,14,2016.07.12
2016.07.12.15.59,ul,310,15,2016.07.12
2016.07.12.15.59,ul,315,16,2016.07.12
2016.07.12.15.59,ul,335,17,2016.07.12
2016.07.12.15.59,ul,275,18,2016.07.12
2016.07.12.15.59,ul,240,19,2016.07.12
2016.07.12.15.59,ul,320,20,2016.07.12
2016.07.12.15.59,uh,200,21,2016.07.12
2016.07.12.15.59,uh,185,22,2016.07.12
2016.07.12.15.59,uh,210,23,2016.07.12
2016.07.12.15.59,uh,205,24,2016.07.12
2016.07.12.15.59,uh,200,25,2016.07.12
2016.07.12.15.59,uh,210,26,2016.07.12
2016.07.12.15.59,uh,210,27,2016.07.12
2016.07.12.15.59,uh,220,28,2016.07.12
2016.07.12.15.59,uh,220,29,2016.07.12
2016.07.12.15.59,uh,210,30,2016.07.12
2016.07.12.15.59,uh,220,31,2016.07.12
2016.07.12.15.59,uh,190,32,2016.07.12
2016.07.12.15.59,uh,210,33,2016.07.12
2016.07.12.16.08,ul,75,1,2016.07.12
2016.07.12.16.08,ul,15,2,2016.07.12
2016.07.12.16.08,ul,285,3,2016.07.12
2016.07.12.16.08,ul,250,4,2016.07.12
2016.07.12.16.08,ul,300,5,2016.07.12
2016.07.12.16.08,ul,310,6,2016.07.12
2016.07.12.16.08,ul,335,7,2016.07.12
2016.07.12.16.08,ul,35,8,2016.07.12
2016.07.12.16.08,ul,280,9,2016.07.12
2016.07.12.16.08,ul,280,10,2016.07.12
2016.07.12.16.08,ul,275,11,2016.07.12
2016.07.12.16.08,ul,80,12,2016.07.12
2016.07.12.16.08,ul,90,13,2016.07.12
2016.07.12.16.08,ul,20,14,2016.07.12
2016.07.12.16.08,ul,90,15,2016.07.12
2016.07.12.16.08,ul,275,16,2016.07.12
2016.07.12.16.08,ul,330,17,2016.07.12
2016.07.12.16.08,ul,265,18,2016.07.12
2016.07.12.16.08,ul,280,19,2016.07.12
2016.07.12.16.08,ul,315,20,2016.07.12
2016.07.12.16.08,uh,330,21,2016.07.12
2016.07.12.16.08,uh,350,22,2016.07.12
2016.07.12.16.08,uh,345,23,2016.07.12
2016.07.12.16.08,uh,30,24,2016.07.12
2016.07.12.16.08,uh,355,25,2016.07.12
2016.07.12.16.08,uh,5,26,2016.07.12
2016.07.12.16.08,uh,5,27,2016.07.12
2016.07.12.16.08,uh,0,28,2016.07.12
2016.07.12.16.08,uh,355,29,2016.07.12
2016.07.12.16.08,uh,0,30,2016.07.12
2016.07.12.16.08,uh,25,31,2016.07.12
2016.07.12.16.08,uh,0,32,2016.07.12
2016.07.12.16.08,gh,20,33,2016.07.12
2016.07.12.16.08,gh,20,34,2016.07.12
2016.07.12.16.08,gh,0,35,2016.07.12
2016.07.12.16.08,gh,5,36,2016.07.12
2016.07.12.16.08,gh,10,37,2016.07.12
2016.07.12.16.08,gh,5,38,2016.07.12
2016.07.12.16.08,gh,350,39,2016.07.12
2016.07.12.16.08,gh,10,40,2016.07.12
2016.07.12.16.08,gh,345,41,2016.07.12
2016.07.12.16.08,gh,20,42,2016.07.12
2016.07.12.16.08,gh,350,43,2016.07.12
2016.07.12.16.08,gh,5,44,2016.07.12
2016.07.12.16.08,gh,20,45,2016.07.12
2016.07.12.16.08,gh,5,46,2016.07.12
2016.07.12.16.08,gh,10,47,2016.07.12
2016.07.12.16.08,gh,15,48,2016.07.12
2016.07.12.16.08,gh,20,49,2016.07.12
2016.07.12.16.08,gh,355,50,2016.07.12
2016.07.12.16.08,gh,0,51,2016.07.12
2016.07.12.16.08,gh,50,52,2016.07.12
2016.07.12.16.08,gh,5,53,2016.07.12
2016.07.12.16.08,gh,345,54,2016.07.12
2016.07.12.16.08,gh,30,55,2016.07.12
2016.07.12.16.08,gh,0,56,2016.07.12
2016.07.12.16.08,gl,260,57,2016.07.12
2016.07.12.16.08,gl,50,58,2016.07.12
2016.07.12.16.08,gl,10,59,2016.07.12
2016.07.12.16.08,gl,350,60,2016.07.12
2016.07.12.16.08,gl,0,61,2016.07.12
2016.07.12.16.08,gl,330,62,2016.07.12
2016.07.12.16.08,gl,280,63,2016.07.12
2016.07.18.13.31,ul,260,1,2016.07.18
2016.07.18.13.31,ul,310,2,2016.07.18
2016.07.18.13.31,ul,340,3,2016.07.18
2016.07.18.13.31,ul,240,4,2016.07.18
2016.07.18.13.31,ul,330,5,2016.07.18
2016.07.18.13.31,ul,260,6,2016.07.18
2016.07.18.13.31,ul,320,7,2016.07.18
2016.07.18.13.31,ul,230,8,2016.07.18
2016.07.18.13.31,ul,310,9,2016.07.18
2016.07.18.13.31,ul,305,10,2016.07.18
2016.07.18.13.31,ul,320,11,2016.07.18
2016.07.18.13.31,ul,240,12,2016.07.18
2016.07.18.13.31,ul,270,13,2016.07.18
2016.07.18.13.31,ul,230,14,2016.07.18
2016.07.18.13.31,uh,345,15,2016.07.18
2016.07.18.13.31,uh,340,16,2016.07.18
2016.07.18.13.31,uh,345,17,2016.07.18
2016.07.18.13.31,uh,355,18,2016.07.18
2016.07.18.13.31,uh,355,19,2016.07.18
2016.07.18.13.31,uh,340,20,2016.07.18
2016.07.18.13.31,uh,0,21,2016.07.18
2016.07.18.13.31,uh,350,22,2016.07.18
2016.07.18.13.31,uh,355,23,2016.07.18
2016.07.18.13.31,uh,345,24,2016.07.18
2016.07.18.13.31,uh,310,25,2016.07.18
2016.07.18.13.31,uh,350,26,2016.07.18
2016.07.18.13.31,uh,0,27,2016.07.18
2016.07.18.13.31,uh,330,28,2016.07.18
2016.07.18.13.31,uh,345,29,2016.07.18
2016.07.18.13.31,uh,325,30,2016.07.18
2016.07.18.14.19,ul,260,1,2016.07.18
2016.07.18.14.19,ul,150,2,2016.07.18
2016.07.18.14.19,ul,270,3,2016.07.18
2016.07.18.14.19,ul,270,4,2016.07.18
2016.07.18.14.19,ul,220,5,2016.07.18
2016.07.18.14.19,ul,250,6,2016.07.18
2016.07.18.14.19,ul,215,7,2016.07.18
2016.07.18.14.19,ul,250,8,2016.07.18
2016.07.18.14.19,ul,165,9,2016.07.18
2016.07.18.14.19,ul,310,10,2016.07.18
2016.07.18.14.19,ul,255,11,2016.07.18
2016.07.18.14.19,ul,205,12,2016.07.18
2016.07.18.14.19,ul,220,13,2016.07.18
2016.07.18.14.19,ul,250,14,2016.07.18
2016.07.18.14.19,ul,150,15,2016.07.18
2016.07.18.14.19,ul,160,16,2016.07.18
2016.07.18.14.19,ul,205,17,2016.07.18
2016.07.18.14.19,uh,240,18,2016.07.18
2016.07.18.14.19,uh,185,19,2016.07.18
2016.07.18.14.19,uh,220,20,2016.07.18
2016.07.18.14.19,uh,230,21,2016.07.18
2016.07.18.14.19,uh,160,22,2016.07.18
2016.07.18.14.19,uh,210,23,2016.07.18
2016.07.18.14.19,uh,245,24,2016.07.18
2016.07.18.14.19,uh,175,25,2016.07.18
2016.07.18.14.19,uh,210,26,2016.07.18
2016.07.18.14.19,uh,215,27,2016.07.18
2016.07.18.14.19,uh,220,28,2016.07.18
2016.07.18.14.19,uh,190,29,2016.07.18
2016.07.18.14.19,uh,230,30,2016.07.18
2016.07.18.15.10,ul,50,1,2016.07.18
2016.07.18.15.10,ul,300,2,2016.07.18
2016.07.18.15.10,ul,340,3,2016.07.18
2016.07.18.15.10,ul,250,4,2016.07.18
2016.07.18.15.10,ul,230,5,2016.07.18
2016.07.18.15.10,ul,260,6,2016.07.18
2016.07.18.15.10,ul,90,7,2016.07.18
2016.07.18.15.10,ul,30,8,2016.07.18
2016.07.18.15.10,ul,220,9,2016.07.18
2016.07.18.15.10,ul,240,10,2016.07.18
2016.07.18.15.10,ul,260,11,2016.07.18
2016.07.18.15.10,ul,260,12,2016.07.18
2016.07.18.15.10,ul,80,13,2016.07.18
2016.07.18.15.10,ul,145,14,2016.07.18
2016.07.18.15.10,ul,90,15,2016.07.18
2016.07.18.15.10,ul,265,16,2016.07.18
2016.07.18.15.10,uh,355,17,2016.07.18
2016.07.18.15.10,uh,0,18,2016.07.18
2016.07.18.15.10,uh,10,19,2016.07.18
2016.07.18.15.10,uh,20,20,2016.07.18
2016.07.18.15.10,uh,10,21,2016.07.18
2016.07.18.15.10,uh,345,22,2016.07.18
2016.07.18.15.10,uh,350,23,2016.07.18
2016.07.18.15.10,uh,335,24,2016.07.18
2016.07.18.15.10,uh,355,25,2016.07.18
2016.07.18.15.10,uh,0,26,2016.07.18
2016.07.18.15.10,uh,5,27,2016.07.18
2016.07.18.15.10,uh,10,28,2016.07.18
2016.07.18.15.10,uh,10,29,2016.07.18
2016.07.18.15.10,uh,340,30,2016.07.18
2016.07.18.15.10,uh,25,31,2016.07.18
2016.07.18.15.10,uh,5,32,2016.07.18
2016.07.18.15.10,gh,0,33,2016.07.18
2016.07.18.15.10,gh,5,34,2016.07.18
2016.07.18.15.10,gh,10,35,2016.07.18
2016.07.18.15.10,gh,10,36,2016.07.18
2016.07.18.15.10,gh,340,37,2016.07.18
2016.07.18.15.10,gh,25,38,2016.07.18
2016.07.18.15.10,gh,5,39,2016.07.18
2016.07.18.15.18,ul,20,1,2016.07.18
2016.07.18.15.18,ul,190,2,2016.07.18
2016.07.18.15.18,ul,30,3,2016.07.18
2016.07.18.15.18,ul,335,4,2016.07.18
2016.07.18.15.18,ul,335,5,2016.07.18
2016.07.18.15.18,ul,110,6,2016.07.18
2016.07.18.15.18,ul,25,7,2016.07.18
2016.07.18.15.18,ul,320,8,2016.07.18
2016.07.18.15.18,ul,115,9,2016.07.18
2016.07.18.15.18,ul,285,10,2016.07.18
2016.07.18.15.18,ul,320,11,2016.07.18
2016.07.18.15.18,ul,125,12,2016.07.18
2016.07.18.15.18,ul,290,13,2016.07.18
2016.07.18.15.18,ul,130,14,2016.07.18
2016.07.18.15.18,ul,70,15,2016.07.18
2016.07.18.15.18,ul,325,16,2016.07.18
2016.07.18.15.18,ul,10,17,2016.07.18
2016.07.18.15.18,ul,315,18,2016.07.18
2016.07.18.15.18,uh,30,19,2016.07.18
2016.07.18.15.18,uh,355,20,2016.07.18
2016.07.18.15.18,uh,40,21,2016.07.18
2016.07.18.15.18,uh,355,22,2016.07.18
2016.07.18.15.18,uh,355,23,2016.07.18
2016.07.18.15.18,uh,10,24,2016.07.18
2016.07.18.15.18,uh,20,25,2016.07.18
2016.07.18.15.18,uh,30,26,2016.07.18
2016.07.18.15.18,uh,35,27,2016.07.18
2016.07.18.15.18,uh,10,28,2016.07.18
2016.07.18.15.18,uh,20,29,2016.07.18
2016.07.18.15.18,uh,50,30,2016.07.18
2016.07.18.15.18,uh,30,31,2016.07.18
2016.07.18.15.18,uh,0,32,2016.07.18
2016.07.18.15.18,uh,15,33,2016.07.18
2016.07.18.15.18,uh,5,34,2016.07.18
2016.07.18.15.18,uh,25,35,2016.07.18
2016.07.18.15.18,uh,0,36,2016.07.18
2016.07.18.15.18,gh,30,37,2016.07.18
2016.07.18.15.18,gh,355,38,2016.07.18
2016.07.18.15.18,gh,50,39,2016.07.18
2016.07.18.15.18,gh,15,40,2016.07.18
2016.07.18.15.18,gh,20,41,2016.07.18
2016.07.18.15.18,gh,15,42,2016.07.18
2016.07.18.15.28,ul,70,1,2016.07.18
2016.07.18.15.28,ul,10,2,2016.07.18
2016.07.18.15.28,ul,110,3,2016.07.18
2016.07.18.15.28,ul,80,4,2016.07.18
2016.07.18.15.28,ul,270,5,2016.07.18
2016.07.18.15.28,ul,35,6,2016.07.18
2016.07.18.15.28,ul,310,7,2016.07.18
2016.07.18.15.28,ul,315,8,2016.07.18
2016.07.18.15.28,ul,345,9,2016.07.18
2016.07.18.15.28,ul,135,10,2016.07.18
2016.07.18.15.28,ul,120,11,2016.07.18
2016.07.18.15.28,ul,155,12,2016.07.18
2016.07.18.15.28,ul,105,13,2016.07.18
2016.07.18.15.28,ul,165,14,2016.07.18
2016.07.18.15.28,ul,145,15,2016.07.18
2016.07.18.15.28,ul,90,16,2016.07.18
2016.07.18.15.28,ul,110,17,2016.07.18
2016.07.18.15.28,ul,190,18,2016.07.18
2016.07.18.15.28,ul,220,19,2016.07.18
2016.07.18.15.28,ul,90,20,2016.07.18
2016.07.18.15.28,ul,160,21,2016.07.18
2016.07.18.15.28,uh,60,22,2016.07.18
2016.07.18.15.28,uh,45,23,2016.07.18
2016.07.18.15.28,uh,45,24,2016.07.18
2016.07.18.15.28,uh,355,25,2016.07.18
2016.07.18.15.28,uh,55,26,2016.07.18
2016.07.18.15.28,uh,15,27,2016.07.18
2016.07.18.15.28,uh,45,28,2016.07.18
2016.07.18.15.28,uh,55,29,2016.07.18
2016.07.18.15.28,uh,60,30,2016.07.18
2016.07.18.15.28,uh,20,31,2016.07.18
2016.07.18.15.28,uh,30,32,2016.07.18
2016.07.18.15.28,uh,20,33,2016.07.18
2016.07.19.12.15,ul,215,1,2016.07.19
2016.07.19.12.15,ul,355,2,2016.07.19
2016.07.19.12.15,ul,210,3,2016.07.19
2016.07.19.12.15,ul,220,4,2016.07.19
2016.07.19.12.15,ul,235,5,2016.07.19
2016.07.19.12.15,ul,270,6,2016.07.19
2016.07.19.12.15,ul,320,7,2016.07.19
2016.07.19.12.15,ul,210,8,2016.07.19
2016.07.19.12.15,ul,250,9,2016.07.19
2016.07.19.12.15,ul,320,10,2016.07.19
2016.07.19.12.15,ul,20,11,2016.07.19
2016.07.19.12.15,ul,30,12,2016.07.19
2016.07.19.12.15,ul,280,13,2016.07.19
2016.07.19.12.15,ul,245,14,2016.07.19
2016.07.19.12.15,ul,285,15,2016.07.19
2016.07.19.12.15,ul,270,16,2016.07.19
2016.07.19.12.15,uh,275,17,2016.07.19
2016.07.19.12.15,uh,310,18,2016.07.19
2016.07.19.12.15,uh,305,19,2016.07.19
2016.07.19.12.15,uh,320,20,2016.07.19
2016.07.19.12.15,uh,270,21,2016.07.19
2016.07.19.12.15,uh,310,22,2016.07.19
2016.07.19.12.15,uh,325,23,2016.07.19
2016.07.19.12.15,uh,340,24,2016.07.19
2016.07.19.12.15,uh,0,25,2016.07.19
2016.07.19.12.15,uh,345,26,2016.07.19
2016.07.19.12.15,uh,340,27,2016.07.19
2016.07.19.12.15,uh,300,28,2016.07.19
2016.07.19.12.15,uh,350,29,2016.07.19
2016.07.19.12.15,uh,340,30,2016.07.19
2016.07.19.12.15,uh,345,31,2016.07.19
2016.07.19.12.15,uh,350,32,2016.07.19
2016.07.19.12.15,gh,350,33,2016.07.19
2016.07.19.12.15,gh,345,34,2016.07.19
2016.07.19.12.15,gh,350,35,2016.07.19
2016.07.19.12.15,gh,315,36,2016.07.19
2016.07.19.12.15,gh,340,37,2016.07.19
2016.07.19.12.15,gh,345,38,2016.07.19
2016.07.19.12.15,gh,340,39,2016.07.19
2016.07.19.12.15,gh,310,40,2016.07.19
2016.07.19.12.59,ul,50,1,2016.07.19
2016.07.19.12.59,ul,80,2,2016.07.19
2016.07.19.12.59,ul,100,3,2016.07.19
2016.07.19.12.59,ul,60,4,2016.07.19
2016.07.19.12.59,ul,200,5,2016.07.19
2016.07.19.12.59,ul,330,6,2016.07.19
2016.07.19.12.59,ul,80,7,2016.07.19
2016.07.19.12.59,ul,90,8,2016.07.19
2016.07.19.12.59,ul,110,9,2016.07.19
2016.07.19.12.59,ul,30,10,2016.07.19
2016.07.19.12.59,ul,90,11,2016.07.19
2016.07.19.12.59,ul,35,12,2016.07.19
2016.07.19.12.59,ul,95,13,2016.07.19
2016.07.19.12.59,ul,70,14,2016.07.19
2016.07.19.12.59,ul,80,15,2016.07.19
2016.07.19.12.59,ul,10,16,2016.07.19
2016.07.19.12.59,ul,70,17,2016.07.19
2016.07.19.12.59,uh,60,18,2016.07.19
2016.07.19.12.59,uh,0,19,2016.07.19
2016.07.19.12.59,uh,35,20,2016.07.19
2016.07.19.12.59,uh,20,21,2016.07.19
2016.07.19.12.59,uh,20,22,2016.07.19
2016.07.19.12.59,uh,25,23,2016.07.19
2016.07.19.12.59,uh,25,24,2016.07.19
2016.07.19.12.59,uh,70,25,2016.07.19
2016.07.19.12.59,uh,20,26,2016.07.19
2016.07.19.12.59,uh,50,27,2016.07.19
2016.07.19.12.59,uh,30,28,2016.07.19
2016.07.19.12.59,uh,60,29,2016.07.19
2016.07.19.12.59,uh,30,30,2016.07.19
2016.07.19.12.59,uh,40,31,2016.07.19
2016.07.19.12.59,uh,60,32,2016.07.19
2016.07.19.12.59,uh,20,33,2016.07.19
2016.07.19.12.59,uh,50,34,2016.07.19
2016.07.19.12.59,uh,40,35,2016.07.19
2016.07.19.12.59,uh,40,36,2016.07.19
2016.07.19.13.04,ul,160,1,2016.07.19
2016.07.19.13.04,ul,150,2,2016.07.19
2016.07.19.13.04,ul,200,3,2016.07.19
2016.07.19.13.04,ul,25,4,2016.07.19
2016.07.19.13.04,ul,100,5,2016.07.19
2016.07.19.13.04,ul,200,6,2016.07.19
2016.07.19.13.04,ul,340,7,2016.07.19
2016.07.19.13.04,ul,15,8,2016.07.19
2016.07.19.13.04,ul,300,9,2016.07.19
2016.07.19.13.04,ul,330,10,2016.07.19
2016.07.19.13.04,ul,345,11,2016.07.19
2016.07.19.13.04,ul,250,12,2016.07.19
2016.07.19.13.04,ul,340,13,2016.07.19
2016.07.19.13.04,ul,0,14,2016.07.19
2016.07.19.13.04,ul,300,15,2016.07.19
2016.07.19.13.04,ul,10,16,2016.07.19
2016.07.19.13.04,ul,310,17,2016.07.19
2016.07.19.13.04,uh,310,18,2016.07.19
2016.07.19.13.04,uh,345,19,2016.07.19
2016.07.19.13.04,uh,355,20,2016.07.19
2016.07.19.13.04,uh,305,21,2016.07.19
2016.07.19.13.04,uh,325,22,2016.07.19
2016.07.19.13.04,uh,325,23,2016.07.19
2016.07.19.13.04,uh,350,24,2016.07.19
2016.07.19.13.04,uh,350,25,2016.07.19
2016.07.19.13.04,uh,0,26,2016.07.19
2016.07.19.13.04,uh,355,27,2016.07.19
2016.07.19.13.04,uh,350,28,2016.07.19
2016.07.19.13.04,uh,340,29,2016.07.19
2016.07.19.13.04,uh,310,30,2016.07.19
2016.07.19.13.04,uh,345,31,2016.07.19
2016.07.19.13.04,uh,340,32,2016.07.19
2016.07.19.13.04,uh,355,33,2016.07.19
2016.07.19.13.04,uh,340,34,2016.07.19
2016.07.19.13.04,uh,340,35,2016.07.19
2016.07.19.13.04,uh,330,36,2016.07.19
2016.07.19.13.04,uh,330,37,2016.07.19
2016.08.17.13.46,ul,90,1,2016.08.17
2016.08.17.13.46,ul,80,2,2016.08.17
2016.08.17.13.46,ul,40,3,2016.08.17
2016.08.17.13.46,ul,70,4,2016.08.17
2016.08.17.13.46,ul,40,5,2016.08.17
2016.08.17.13.46,ul,50,6,2016.08.17
2016.08.17.13.46,ul,350,7,2016.08.17
2016.08.17.13.46,ul,355,8,2016.08.17
2016.08.17.13.46,ul,70,9,2016.08.17
2016.08.17.13.46,ul,90,10,2016.08.17
2016.08.17.13.46,ul,70,11,2016.08.17
2016.08.17.13.46,ul,75,12,2016.08.17
2016.08.17.13.46,uh,345,13,2016.08.17
2016.08.17.13.46,uh,290,14,2016.08.17
2016.08.17.13.46,uh,290,15,2016.08.17
