bee,light_type,bearing,run,date
2016.06.02.12.51,uh,5,16,2016.06.02
2016.06.02.12.51,uh,0,17,2016.06.02
2016.06.02.12.51,uh,10,18,2016.06.02
2016.06.02.12.51,uh,0,19,2016.06.02
2016.06.02.12.51,gl,0,20,2016.06.02
2016.06.02.12.51,gl,10,21,2016.06.02
2016.06.02.12.51,gl,5,22,2016.06.02
2016.06.02.12.51,gl,0,23,2016.06.02
2016.06.02.12.51,gl,100,24,2016.06.02
2016.06.02.12.51,gl,90,25,2016.06.02
2016.06.02.12.51,gl,15,26,2016.06.02
2016.06.02.13.07,ul,65,1,2016.06.02
2016.06.02.13.07,ul,80,2,2016.06.02
2016.06.02.13.07,ul,205,3,2016.06.02
2016.06.02.13.07,ul,20,4,2016.06.02
2016.06.02.13.07,ul,70,5,2016.06.02
2016.06.02.13.07,ul,300,6,2016.06.02
2016.06.02.13.07,ul,95,7,2016.06.02
2016.06.02.13.07,ul,115,8,2016.06.02
2016.06.02.13.07,ul,320,9,2016.06.02
2016.06.02.13.07,ul,100,10,2016.06.02
2016.06.02.13.07,ul,95,11,2016.06.02
2016.06.02.13.07,uh,355,12,2016.06.02
2016.06.02.13.07,uh,5,13,2016.06.02
2016.06.02.13.07,uh,0,14,2016.06.02
2016.06.02.13.07,uh,0,15,2016.06.02
2016.06.02.13.07,uh,5,16,2016.06.02
2016.06.02.13.07,uh,20,17,2016.06.02
2016.06.02.13.07,uh,350,18,2016.06.02
2016.06.02.13.07,uh,5,19,2016.06.02
2016.06.02.13.07,uh,0,20,2016.06.02
2016.06.02.13.07,uh,20,21,2016.06.02
2016.06.02.13.07,uh,15,22,2016.06.02
2016.06.02.13.07,uh,5,23,2016.06.02
2016.06.02.13.07,uh,15,24,2016.06.02
2016.06.02.13.07,uh,0,25,2016.06.02
2016.06.02.13.07,uh,355,26,2016.06.02
2016.06.02.13.07,uh,5,27,2016.06.02
2016.06.02.13.07,uh,355,28,2016.06.02
2016.06.02.13.07,uh,0,29,2016.06.02
2016.06.02.13.07,gl,350,30,2016.06.02
2016.06.02.13.07,gl,350,31,2016.06.02
2016.06.02.13.07,gl,10,32,2016.06.02
2016.06.02.13.07,gl,355,33,2016.06.02
2016.06.02.13.07,gl,350,34,2016.06.02
2016.06.02.13.07,gl,25,35,2016.06.02
2016.06.02.13.07,gl,30,36,2016.06.02
2016.06.02.13.07,gl,20,37,2016.06.02
2016.06.02.13.07,gl,0,38,2016.06.02
2016.06.02.13.07,gl,345,39,2016.06.02
2016.06.02.13.07,gl,10,40,2016.06.02
2016.06.02.13.07,gl,0,41,2016.06.02
2016.06.02.13.07,gl,20,42,2016.06.02
2016.06.02.13.15,ul,0,1,2016.06.02
2016.06.02.13.15,ul,355,2,2016.06.02
2016.06.02.13.15,ul,0,3,2016.06.02
2016.06.02.13.15,ul,5,4,2016.06.02
2016.06.02.13.15,ul,60,5,2016.06.02
2016.06.02.13.15,ul,5,6,2016.06.02
2016.06.02.13.15,ul,25,7,2016.06.02
2016.06.02.13.15,ul,350,8,2016.06.02
2016.06.02.13.15,ul,15,9,2016.06.02
2016.06.02.13.15,ul,15,10,2016.06.02
2016.06.02.13.15,ul,320,11,2016.06.02
2016.06.02.13.15,ul,50,12,2016.06.02
2016.06.02.13.15,ul,65,13,2016.06.02
2016.06.02.13.15,ul,340,14,2016.06.02
2016.06.02.13.15,uh,10,15,2016.06.02
2016.06.02.13.15,uh,355,16,2016.06.02
2016.06.02.13.15,uh,25,17,2016.06.02
2016.06.02.13.15,uh,15,18,2016.06.02
2016.06.02.13.15,uh,15,19,2016.06.02
2016.06.02.13.15,uh,5,20,2016.06.02
2016.06.02.13.15,uh,350,21,2016.06.02
2016.06.02.13.15,uh,30,22,2016.06.02
2016.06.02.13.15,uh,350,23,2016.06.02
2016.06.02.13.15,uh,0,24,2016.06.02
2016.06.02.13.15,uh,10,25,2016.06.02
2016.06.02.13.27,ul,0,1,2016.06.02
2016.06.02.13.27,ul,0,2,2016.06.02
2016.06.02.13.27,ul,355,3,2016.06.02
2016.06.02.13.27,ul,60,4,2016.06.02
2016.06.02.13.27,ul,5,5,2016.06.02
2016.06.02.13.27,ul,65,6,2016.06.02
2016.06.02.13.27,ul,345,7,2016.06.02
2016.06.02.13.27,ul,70,8,2016.06.02
2016.06.02.13.27,ul,20,9,2016.06.02
2016.06.02.13.27,ul,30,10,2016.06.02
2016.06.02.13.27,ul,320,11,2016.06.02
2016.06.02.13.27,ul,50,12,2016.06.02
2016.06.02.13.27,ul,60,13,2016.06.02
2016.06.02.13.27,uh,335,14,2016.06.02
2016.06.02.13.27,uh,355,15,2016.06.02
2016.06.02.13.27,uh,350,16,2016.06.02
2016.06.02.13.27,uh,15,17,2016.06.02
2016.06.02.13.27,uh,355,18,2016.06.02
2016.06.02.13.27,uh,5,19,2016.06.02
2016.06.02.13.27,uh,0,20,2016.06.02
2016.06.02.13.27,uh,355,21,2016.06.02
2016.06.02.13.27,uh,25,22,2016.06.02
2016.06.02.13.27,uh,345,23,2016.06.02
2016.06.02.13.27,uh,5,24,2016.06.02
2016.06.02.13.27,uh,20,25,2016.06.02
2016.06.02.13.27,uh,345,26,2016.06.02
2016.06.14.15.05,ul,295,1,2016.06.14
2016.06.14.15.05,ul,350,2,2016.06.14
2016.06.14.15.05,ul,350,3,2016.06.14
2016.06.14.15.05,ul,5,4,2016.06.14
2016.06.14.15.05,ul,180,5,2016.06.14
2016.06.14.15.05,ul,30,6,2016.06.14
2016.06.14.15.05,ul,170,7,2016.06.14
2016.06.14.15.05,ul,60,8,2016.06.14
2016.06.14.15.05,ul,45,9,2016.06.14
2016.06.14.15.05,ul,30,10,2016.06.14
2016.06.14.15.05,ul,85,11,2016.06.14
2016.06.14.15.05,ul,45,12,2016.06.14
2016.06.14.15.05,uh,300,13,2016.06.14
2016.06.14.15.05,uh,300,14,2016.06.14
2016.06.14.15.05,uh,310,15,2016.06.14
2016.06.14.15.05,uh,290,16,2016.06.14
2016.06.14.15.05,uh,280,17,2016.06.14
2016.06.14.15.05,uh,275,18,2016.06.14
2016.06.14.15.05,uh,320,19,2016.06.14
2016.06.14.15.05,uh,325,20,2016.06.14
2016.06.14.15.05,uh,300,21,2016.06.14
2016.06.14.15.05,uh,325,22,2016.06.14
2016.06.14.15.05,uh,295,23,2016.06.14
2016.06.14.15.05,uh,290,24,2016.06.14
2016.06.14.15.05,uh,295,25,2016.06.14
2016.06.14.15.05,uh,280,26,2016.06.14
2016.06.20.13.17,ul,355,1,2016.06.20
2016.06.20.13.17,ul,140,2,2016.06.20
2016.06.20.13.17,ul,345,3,2016.06.20
2016.06.20.13.17,ul,340,4,2016.06.20
2016.06.20.13.17,ul,0,5,2016.06.20
2016.06.20.13.17,ul,335,6,2016.06.20
2016.06.20.13.17,ul,340,7,2016.06.20
2016.06.20.13.17,ul,280,8,2016.06.20
2016.06.20.13.17,ul,330,9,2016.06.20
2016.06.20.13.17,ul,190,10,2016.06.20
2016.06.20.13.17,ul,340,11,2016.06.20
2016.06.20.13.17,ul,320,12,2016.06.20
2016.06.20.13.17,ul,330,13,2016.06.20
2016.06.20.13.17,uh,280,14,2016.06.20
2016.06.20.13.17,uh,225,15,2016.06.20
2016.06.20.13.17,uh,280,16,2016.06.20
2016.06.20.13.17,uh,270,17,2016.06.20
2016.06.20.13.17,uh,285,18,2016.06.20
2016.06.20.13.17,uh,280,19,2016.06.20
2016.06.20.13.17,uh,290,20,2016.06.20
2016.06.20.13.17,uh,280,21,2016.06.20
2016.06.20.13.17,uh,280,22,2016.06.20
2016.06.20.13.17,uh,260,23,2016.06.20
2016.06.20.13.17,uh,270,24,2016.06.20
2016.06.20.13.17,uh,250,25,2016.06.20
2016.06.20.13.17,gh,270,26,2016.06.20
2016.06.20.13.17,gh,275,27,2016.06.20
2016.06.20.13.17,gh,275,28,2016.06.20
2016.06.20.13.17,gh,270,29,2016.06.20
2016.06.20.13.17,gh,270,30,2016.06.20
2016.06.20.13.17,gh,270,31,2016.06.20
2016.06.20.13.17,gh,275,32,2016.06.20
2016.06.20.13.17,gh,270,33,2016.06.20
2016.06.20.13.17,gh,260,34,2016.06.20
2016.06.20.13.17,gh,280,35,2016.06.20
2016.06.20.13.17,gh,285,36,2016.06.20
2016.06.20.13.17,gh,275,37,2016.06.20
2016.06.20.13.17,gh,300,38,2016.06.20
2016.06.20.13.17,gl,345,39,2016.06.20
2016.06.20.13.17,gl,290,40,2016.06.20
2016.06.20.13.17,gl,325,41,2016.06.20
2016.06.20.13.17,gl,270,42,2016.06.20
2016.06.20.13.17,gl,275,43,2016.06.20
2016.06.20.13.17,gl,225,44,2016.06.20
2016.06.20.13.17,gl,240,45,2016.06.20
2016.06.20.13.17,gl,260,46,2016.06.20
2016.06.20.13.17,gl,290,47,2016.06.20
2016.06.20.13.17,gl,280,48,2016.06.20
2016.06.20.13.17,gl,270,49,2016.06.20
2016.06.20.13.17,gl,300,50,2016.06.20
2016.06.20.13.17,gl,250,51,2016.06.20
2016.06.20.13.17,gl,270,52,2016.06.20
2016.06.20.13.17,gl,290,53,2016.06.20
2016.06.20.13.22,ul,0,1,2016.06.20
2016.06.20.13.22,ul,320,2,2016.06.20
2016.06.20.13.22,ul,15,3,2016.06.20
2016.06.20.13.22,ul,315,4,2016.06.20
2016.06.20.13.22,ul,15,5,2016.06.20
2016.06.20.13.22,ul,345,6,2016.06.20
2016.06.20.13.22,ul,355,7,2016.06.20
2016.06.20.13.22,ul,200,8,2016.06.20
2016.06.20.13.22,ul,350,9,2016.06.20
2016.06.20.13.22,ul,0,10,2016.06.20
2016.06.20.13.22,ul,350,11,2016.06.20
2016.06.20.13.22,ul,0,12,2016.06.20
2016.06.20.13.22,ul,15,13,2016.06.20
2016.06.20.13.22,ul,10,14,2016.06.20
2016.06.20.13.22,uh,270,15,2016.06.20
2016.06.20.13.22,uh,275,16,2016.06.20
2016.06.20.13.22,uh,300,17,2016.06.20
2016.06.20.13.22,uh,280,18,2016.06.20
2016.06.20.13.22,uh,270,19,2016.06.20
2016.06.20.13.22,uh,290,20,2016.06.20
2016.06.20.13.22,uh,300,21,2016.06.20
2016.06.20.13.22,uh,300,22,2016.06.20
2016.06.20.13.22,uh,275,23,2016.06.20
2016.06.20.13.22,uh,270,24,2016.06.20
2016.06.20.13.22,uh,270,25,2016.06.20
2016.06.20.13.22,uh,270,26,2016.06.20
2016.06.20.13.22,uh,270,27,2016.06.20
2016.06.20.13.22,uh,265,28,2016.06.20
2016.06.20.13.33,ul,300,1,2016.06.20
2016.06.20.13.33,ul,330,2,2016.06.20
2016.06.20.13.33,ul,340,3,2016.06.20
2016.06.20.13.33,ul,25,4,2016.06.20
2016.06.20.13.33,ul,20,5,2016.06.20
2016.06.20.13.33,ul,70,6,2016.06.20
2016.06.20.13.33,ul,10,7,2016.06.20
2016.06.20.13.33,ul,330,8,2016.06.20
2016.06.20.13.33,ul,10,9,2016.06.20
2016.06.20.13.33,uh,260,10,2016.06.20
2016.06.20.13.33,uh,280,11,2016.06.20
2016.06.20.13.33,uh,300,12,2016.06.20
2016.06.20.13.33,uh,290,13,2016.06.20
2016.06.20.13.33,uh,290,14,2016.06.20
2016.06.20.13.33,uh,290,15,2016.06.20
2016.06.20.13.33,uh,295,16,2016.06.20
2016.06.20.13.33,uh,270,17,2016.06.20
2016.06.20.13.33,uh,280,18,2016.06.20
2016.06.20.13.33,uh,270,19,2016.06.20
2016.06.20.13.33,uh,285,20,2016.06.20
2016.06.20.13.33,gh,260,21,2016.06.20
2016.06.20.13.33,gh,250,22,2016.06.20
2016.06.20.13.33,gh,320,23,2016.06.20
2016.06.20.13.33,gh,280,24,2016.06.20
2016.06.20.13.33,gh,270,25,2016.06.20
2016.06.20.13.33,gh,275,26,2016.06.20
2016.06.20.13.33,gh,295,27,2016.06.20
2016.06.20.13.33,gh,265,28,2016.06.20
2016.06.20.13.33,gh,285,29,2016.06.20
2016.06.20.13.33,gh,280,30,2016.06.20
2016.06.20.13.33,gh,295,31,2016.06.20
2016.06.20.13.33,gh,260,32,2016.06.20
2016.06.20.13.33,gl,370,33,2016.06.20
2016.06.20.13.33,gl,330,34,2016.06.20
2016.06.20.13.33,gl,265,35,2016.06.20
2016.06.20.13.42,ul,50,1,2016.06.20
2016.06.20.13.42,ul,20,2,2016.06.20
2016.06.20.13.42,ul,10,3,2016.06.20
2016.06.20.13.42,ul,240,4,2016.06.20
2016.06.20.13.42,ul,110,5,2016.06.20
2016.06.20.13.42,ul,160,6,2016.06.20
2016.06.20.13.42,ul,35,7,2016.06.20
2016.06.20.13.42,ul,40,8,2016.06.20
2016.06.20.13.42,ul,50,9,2016.06.20
2016.06.20.13.42,ul,35,10,2016.06.20
2016.06.20.13.42,ul,40,11,2016.06.20
2016.06.20.13.42,uh,330,12,2016.06.20
2016.06.20.13.42,uh,270,13,2016.06.20
2016.06.20.13.42,uh,310,14,2016.06.20
2016.06.20.13.42,uh,320,15,2016.06.20
2016.06.20.13.42,uh,295,16,2016.06.20
2016.06.20.13.42,uh,290,17,2016.06.20
2016.06.20.13.42,uh,275,18,2016.06.20
2016.06.20.13.42,uh,310,19,2016.06.20
2016.06.20.13.42,uh,310,20,2016.06.20
2016.06.20.13.42,uh,245,21,2016.06.20
2016.06.20.13.42,uh,270,22,2016.06.20
2016.06.20.13.42,uh,250,23,2016.06.20
2016.06.20.13.42,uh,265,24,2016.06.20
2016.06.20.13.42,gh,305,25,2016.06.20
2016.06.20.13.42,gh,290,26,2016.06.20
2016.06.20.13.42,gh,275,27,2016.06.20
2016.06.20.13.42,gh,300,28,2016.06.20
2016.06.20.13.48,ul,5,1,2016.06.20
2016.06.20.13.48,ul,340,2,2016.06.20
2016.06.20.13.48,ul,175,3,2016.06.20
2016.06.20.13.48,ul,255,4,2016.06.20
2016.06.20.13.48,ul,270,5,2016.06.20
2016.06.20.13.48,ul,150,6,2016.06.20
2016.06.20.13.48,ul,230,7,2016.06.20
2016.06.20.13.48,ul,90,8,2016.06.20
2016.06.20.13.48,ul,350,9,2016.06.20
2016.06.20.13.48,ul,110,10,2016.06.20
2016.06.20.13.48,uh,260,11,2016.06.20
2016.06.20.13.48,uh,280,12,2016.06.20
2016.06.20.13.48,uh,240,13,2016.06.20
2016.06.20.13.48,uh,270,14,2016.06.20
2016.06.20.13.48,uh,245,15,2016.06.20
2016.06.20.13.48,uh,270,16,2016.06.20
2016.06.20.13.48,uh,265,17,2016.06.20
2016.06.20.13.48,uh,270,18,2016.06.20
2016.06.20.13.48,uh,270,19,2016.06.20
2016.06.20.14.01,ul,20,1,2016.06.20
2016.06.20.14.01,ul,355,2,2016.06.20
2016.06.20.14.01,ul,15,3,2016.06.20
2016.06.20.14.01,ul,50,4,2016.06.20
2016.06.20.14.01,ul,55,5,2016.06.20
2016.06.20.14.01,ul,120,6,2016.06.20
2016.06.20.14.01,ul,20,7,2016.06.20
2016.06.20.14.01,ul,180,8,2016.06.20
2016.06.20.14.01,ul,40,9,2016.06.20
2016.06.20.14.01,ul,60,10,2016.06.20
2016.06.20.14.01,ul,220,11,2016.06.20
2016.06.20.14.01,ul,40,12,2016.06.20
2016.06.20.14.01,ul,280,13,2016.06.20
2016.06.20.14.01,ul,90,14,2016.06.20
2016.06.20.14.01,uh,280,15,2016.06.20
2016.06.20.14.01,uh,310,16,2016.06.20
2016.06.20.14.01,uh,290,17,2016.06.20
2016.06.20.14.01,uh,330,18,2016.06.20
2016.06.20.14.01,uh,290,19,2016.06.20
2016.06.20.14.01,uh,270,20,2016.06.20
2016.06.20.14.01,uh,310,21,2016.06.20
2016.06.20.14.01,uh,290,22,2016.06.20
2016.06.20.14.01,uh,310,23,2016.06.20
2016.06.20.14.01,uh,325,24,2016.06.20
2016.06.20.14.01,uh,300,25,2016.06.20
2016.06.20.14.01,gh,320,26,2016.06.20
2016.06.20.14.01,gh,280,27,2016.06.20
2016.06.20.14.01,gh,275,28,2016.06.20
2016.06.20.14.01,gh,310,29,2016.06.20
2016.06.20.14.01,gh,290,30,2016.06.20
2016.06.20.14.01,gh,330,31,2016.06.20
2016.06.20.14.01,gh,320,32,2016.06.20
2016.06.20.14.01,gh,310,33,2016.06.20
2016.06.20.14.01,gh,330,34,2016.06.20
2016.06.20.14.01,gh,295,35,2016.06.20
2016.06.20.14.01,gh,295,36,2016.06.20
2016.06.20.14.01,gh,300,37,2016.06.20
2016.06.20.14.24,ul,220,1,2016.06.20
2016.06.20.14.24,ul,125,2,2016.06.20
2016.06.20.14.24,ul,30,3,2016.06.20
2016.06.20.14.24,ul,5,4,2016.06.20
2016.06.20.14.24,ul,330,5,2016.06.20
2016.06.20.14.24,ul,335,6,2016.06.20
2016.06.20.14.24,ul,340,7,2016.06.20
2016.06.20.14.24,ul,45,8,2016.06.20
2016.06.20.14.24,ul,50,9,2016.06.20
2016.06.20.14.24,ul,40,10,2016.06.20
2016.06.20.14.24,ul,230,11,2016.06.20
2016.06.20.14.24,ul,10,12,2016.06.20
2016.06.20.14.24,ul,210,13,2016.06.20
2016.06.20.14.24,ul,30,14,2016.06.20
2016.06.20.14.24,ul,340,15,2016.06.20
2016.06.20.14.24,ul,40,16,2016.06.20
2016.06.20.14.24,ul,350,17,2016.06.20
2016.06.20.14.24,uh,250,18,2016.06.20
2016.06.20.14.24,uh,290,19,2016.06.20
2016.06.20.14.24,uh,300,20,2016.06.20
2016.06.20.14.24,uh,300,21,2016.06.20
2016.06.20.14.24,uh,295,22,2016.06.20
2016.06.20.14.24,uh,285,23,2016.06.20
2016.06.20.14.24,uh,270,24,2016.06.20
2016.06.20.14.24,uh,280,25,2016.06.20
2016.06.20.14.24,uh,320,26,2016.06.20
2016.06.20.14.24,uh,280,27,2016.06.20
2016.06.20.14.24,uh,270,28,2016.06.20
2016.06.20.14.24,uh,300,29,2016.06.20
2016.06.20.14.24,uh,290,30,2016.06.20
2016.06.20.14.24,uh,305,31,2016.06.20
2016.06.20.14.24,gh,310,32,2016.06.20
2016.06.20.14.24,gh,280,33,2016.06.20
2016.06.20.14.24,gh,305,34,2016.06.20
2016.06.20.14.24,gh,300,35,2016.06.20
2016.06.20.14.24,gh,290,36,2016.06.20
2016.06.20.14.24,gh,300,37,2016.06.20
2016.06.20.14.24,gh,290,38,2016.06.20
2016.06.20.14.24,gh,280,39,2016.06.20
2016.06.20.14.24,gh,280,40,2016.06.20
2016.06.20.14.24,gh,290,41,2016.06.20
2016.06.20.14.24,gh,300,42,2016.06.20
2016.06.20.14.24,gh,290,43,2016.06.20
2016.06.20.14.24,gh,310,44,2016.06.20
2016.06.20.14.24,gh,270,45,2016.06.20
2016.06.20.14.24,gl,300,46,2016.06.20
2016.06.20.14.24,gl,315,47,2016.06.20
2016.06.20.14.24,gl,15,48,2016.06.20
2016.06.20.14.24,gl,340,49,2016.06.20
2016.06.20.14.52,ul,195,1,2016.06.20
2016.06.20.14.52,ul,220,2,2016.06.20
2016.06.20.14.52,ul,345,3,2016.06.20
2016.06.20.14.52,ul,220,4,2016.06.20
2016.06.20.14.52,ul,210,5,2016.06.20
2016.06.20.14.52,ul,5,6,2016.06.20
2016.06.20.14.52,ul,160,7,2016.06.20
2016.06.20.14.52,ul,220,8,2016.06.20
2016.06.20.14.52,ul,170,9,2016.06.20
2016.06.20.14.52,ul,120,10,2016.06.20
2016.06.20.14.52,ul,190,11,2016.06.20
2016.06.20.14.52,ul,330,12,2016.06.20
2016.06.20.14.52,ul,230,13,2016.06.20
2016.06.20.14.52,ul,290,14,2016.06.20
2016.06.20.14.52,ul,330,15,2016.06.20
2016.06.20.14.52,ul,200,16,2016.06.20
2016.06.20.14.52,ul,195,17,2016.06.20
2016.06.20.14.52,ul,215,18,2016.06.20
2016.06.20.14.52,ul,260,19,2016.06.20
2016.06.20.14.52,uh,340,20,2016.06.20
2016.06.20.14.52,uh,265,21,2016.06.20
2016.06.20.14.52,uh,330,22,2016.06.20
2016.06.20.14.52,uh,260,23,2016.06.20
2016.06.20.14.52,uh,255,24,2016.06.20
2016.06.20.14.52,uh,275,25,2016.06.20
2016.06.20.14.52,uh,280,26,2016.06.20
2016.06.20.14.52,uh,270,27,2016.06.20
2016.06.20.14.52,uh,260,28,2016.06.20
2016.06.20.14.52,uh,320,29,2016.06.20
2016.06.20.14.52,uh,315,30,2016.06.20
2016.06.20.14.52,uh,310,31,2016.06.20
2016.06.20.14.52,uh,330,32,2016.06.20
2016.06.20.14.52,uh,330,33,2016.06.20
2016.06.20.14.52,uh,325,34,2016.06.20
2016.06.20.14.52,gh,330,35,2016.06.20
2016.06.20.14.52,gh,280,36,2016.06.20
2016.06.20.14.52,gh,320,37,2016.06.20
2016.06.20.14.52,gh,275,38,2016.06.20
2016.06.20.14.52,gh,280,39,2016.06.20
2016.06.20.14.52,gh,290,40,2016.06.20
2016.06.20.14.52,gh,280,41,2016.06.20
2016.06.20.14.52,gh,275,42,2016.06.20
2016.06.20.14.52,gh,285,43,2016.06.20
2016.06.20.14.52,gh,275,44,2016.06.20
2016.06.20.14.52,gh,305,45,2016.06.20
2016.06.20.14.52,gh,275,46,2016.06.20
2016.06.20.14.52,gh,290,47,2016.06.20
2016.06.20.14.52,gh,290,48,2016.06.20
2016.06.21.14.36,ul,190,1,2016.06.21
2016.06.21.14.36,ul,250,2,2016.06.21
2016.06.21.14.36,ul,180,3,2016.06.21
2016.06.21.14.36,ul,320,4,2016.06.21
2016.06.21.14.36,ul,175,5,2016.06.21
2016.06.21.14.36,ul,20,6,2016.06.21
2016.06.21.14.36,ul,235,7,2016.06.21
2016.06.21.14.36,ul,350,8,2016.06.21
2016.06.21.14.36,ul,180,9,2016.06.21
2016.06.21.14.36,ul,160,10,2016.06.21
2016.06.21.14.36,ul,190,11,2016.06.21
2016.06.21.14.36,ul,320,12,2016.06.21
2016.06.21.14.36,ul,240,13,2016.06.21
2016.06.21.14.36,ul,160,14,2016.06.21
2016.06.21.14.36,uh,265,15,2016.06.21
2016.06.21.14.36,uh,285,16,2016.06.21
2016.06.21.14.36,uh,275,17,2016.06.21
2016.06.21.14.36,uh,300,18,2016.06.21
2016.06.21.14.36,uh,260,19,2016.06.21
2016.06.21.14.36,uh,305,20,2016.06.21
2016.06.21.14.36,uh,310,21,2016.06.21
2016.06.21.14.36,uh,320,22,2016.06.21
2016.06.21.14.36,uh,290,23,2016.06.21
2016.06.21.14.36,uh,310,24,2016.06.21
2016.06.21.14.36,uh,270,25,2016.06.21
2016.06.21.14.36,uh,270,26,2016.06.21
2016.06.21.14.40,ul,350,1,2016.06.21
2016.06.21.14.40,ul,200,2,2016.06.21
2016.06.21.14.40,ul,210,3,2016.06.21
2016.06.21.14.40,ul,190,4,2016.06.21
2016.06.21.14.40,ul,225,5,2016.06.21
2016.06.21.14.40,ul,310,6,2016.06.21
2016.06.21.14.40,ul,210,7,2016.06.21
2016.06.21.14.40,ul,0,8,2016.06.21
2016.06.21.14.40,ul,200,9,2016.06.21
2016.06.21.14.40,ul,175,10,2016.06.21
2016.06.21.14.40,uh,300,11,2016.06.21
2016.06.21.14.40,uh,300,12,2016.06.21
2016.06.21.14.40,uh,290,13,2016.06.21
2016.06.21.14.40,uh,305,14,2016.06.21
2016.06.21.14.40,uh,280,15,2016.06.21
2016.06.21.14.40,uh,275,16,2016.06.21
2016.06.21.14.40,uh,275,17,2016.06.21
2016.06.21.14.40,uh,305,18,2016.06.21
2016.06.21.14.40,uh,300,19,2016.06.21
2016.06.21.14.40,uh,320,20,2016.06.21
2016.06.21.14.40,uh,280,21,2016.06.21
2016.06.21.14.40,uh,275,22,2016.06.21
2016.06.21.14.40,uh,305,23,2016.06.21
2016.06.21.14.40,uh,295,24,2016.06.21
2016.06.21.14.40,gh,270,25,2016.06.21
2016.06.21.14.40,gh,245,26,2016.06.21
2016.06.21.14.40,gh,260,27,2016.06.21
2016.06.21.14.40,gh,255,28,2016.06.21
2016.06.21.14.40,gh,250,29,2016.06.21
2016.06.21.14.40,gh,265,30,2016.06.21
2016.06.21.14.40,gh,240,31,2016.06.21
2016.06.21.14.40,gh,265,32,2016.06.21
2016.06.21.14.40,gh,270,33,2016.06.21
2016.06.21.14.40,gh,290,34,2016.06.21
2016.06.21.14.40,gh,300,35,2016.06.21
2016.06.21.14.40,gh,270,36,2016.06.21
2016.06.21.14.40,gh,295,37,2016.06.21
2016.06.21.14.52,ul,330,1,2016.06.21
2016.06.21.14.52,ul,20,2,2016.06.21
2016.06.21.14.52,ul,350,3,2016.06.21
2016.06.21.14.52,ul,190,4,2016.06.21
2016.06.21.14.52,ul,265,5,2016.06.21
2016.06.21.14.52,ul,260,6,2016.06.21
2016.06.21.14.52,ul,265,7,2016.06.21
2016.06.21.14.52,ul,260,8,2016.06.21
2016.06.21.14.52,ul,285,9,2016.06.21
2016.06.21.14.52,ul,30,10,2016.06.21
2016.06.21.14.52,ul,15,11,2016.06.21
2016.06.21.14.52,ul,345,12,2016.06.21
2016.06.21.14.52,ul,330,13,2016.06.21
2016.06.21.14.52,ul,280,14,2016.06.21
2016.06.21.14.52,uh,300,15,2016.06.21
2016.06.21.14.52,uh,290,16,2016.06.21
2016.06.21.14.52,uh,275,17,2016.06.21
2016.06.21.14.52,uh,280,18,2016.06.21
2016.06.21.14.52,uh,330,19,2016.06.21
2016.06.21.14.52,uh,280,20,2016.06.21
2016.06.21.14.52,uh,325,21,2016.06.21
2016.06.21.14.52,uh,310,22,2016.06.21
2016.06.21.14.52,uh,310,23,2016.06.21
2016.06.21.14.52,uh,325,24,2016.06.21
2016.06.21.14.52,uh,310,25,2016.06.21
2016.06.21.14.52,gh,330,26,2016.06.21
2016.06.21.14.52,gh,325,27,2016.06.21
2016.06.21.14.52,gh,305,28,2016.06.21
2016.06.21.15.24,ul,245,1,2016.06.21
2016.06.21.15.24,ul,0,2,2016.06.21
2016.06.21.15.24,ul,205,3,2016.06.21
2016.06.21.15.24,ul,5,4,2016.06.21
2016.06.21.15.24,ul,25,5,2016.06.21
2016.06.21.15.24,ul,220,6,2016.06.21
2016.06.21.15.24,ul,40,7,2016.06.21
2016.06.21.15.24,uh,320,8,2016.06.21
2016.06.21.15.24,uh,310,9,2016.06.21
2016.06.21.15.24,uh,330,10,2016.06.21
2016.06.21.15.24,uh,340,11,2016.06.21
2016.06.21.15.24,uh,330,12,2016.06.21
2016.06.21.15.24,uh,330,13,2016.06.21
2016.06.21.15.24,uh,325,14,2016.06.21
2016.06.21.15.24,uh,300,15,2016.06.21
2016.06.21.15.24,uh,310,16,2016.06.21
2016.06.21.15.24,uh,320,17,2016.06.21
2016.06.21.15.24,uh,320,18,2016.06.21
2016.06.21.15.24,uh,305,19,2016.06.21
2016.06.21.15.24,gh,345,20,2016.06.21
2016.06.21.15.24,gh,0,21,2016.06.21
2016.06.21.15.24,gh,330,22,2016.06.21
2016.06.21.15.29,ul,30,1,2016.06.21
2016.06.21.15.29,ul,230,2,2016.06.21
2016.06.21.15.29,ul,70,3,2016.06.21
2016.06.21.15.29,ul,0,4,2016.06.21
2016.06.21.15.29,ul,190,5,2016.06.21
2016.06.21.15.29,ul,120,6,2016.06.21
2016.06.21.15.29,ul,190,7,2016.06.21
2016.06.21.15.29,ul,60,8,2016.06.21
2016.06.21.15.29,ul,55,9,2016.06.21
2016.06.21.15.29,ul,80,10,2016.06.21
2016.06.21.15.29,ul,330,11,2016.06.21
2016.06.21.15.29,ul,5,12,2016.06.21
2016.06.21.15.29,ul,105,13,2016.06.21
2016.06.21.15.29,ul,240,14,2016.06.21
2016.06.21.15.29,ul,260,15,2016.06.21
2016.06.21.15.29,uh,325,16,2016.06.21
2016.06.21.15.29,uh,300,17,2016.06.21
2016.06.21.15.29,uh,320,18,2016.06.21
2016.06.21.15.29,uh,310,19,2016.06.21
